OBJECTID,SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM
10655,3152    0055,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,3,,285000,U,1923,,1974,1,2280,49,1716,2017-08-13T18:01:04.000Z
10656,3152    0056,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,,,U,1923,,1974,1,2280,42,1716,2017-08-13T18:01:04.000Z
10657,3152    0057,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,390000,Q,1923,,1974,2,1938,51,1716,2017-08-13T18:01:04.000Z
10658,3152    0058,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,,0,U,1923,,1974,1,2280,46,1716,2017-08-13T18:01:04.000Z
10659,3152    0068,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,0,U,1923,,1974,1,7986,89,20294,2017-08-13T18:01:04.000Z
10660,3152    0068,2,1,0,Default,0,Default,BR,Brick,12,,,0,U,1925,,1925,1,2376,89,20294,2017-08-13T18:01:04.000Z
10661,3152    0070,1,1,C,Brick/Concr,35,Average +,BV,Brick Veneer,12,,,0,U,1923,,1978,1,4143,49,3431,2017-08-13T18:01:04.000Z
10662,3152    0829,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,22,,,U,1927,,1957,1,16221,21,7125,2017-08-13T18:01:04.000Z
10663,3152    0839,1,1,C,Brick/Concr,30,Average,BR,Brick,8,10,,562000,U,1954,,1980,3,8654,21,5629,2017-08-13T18:01:04.000Z
10664,3152    0840,1,1,C,Brick/Concr,30,Average,BR,Brick,8,10,,577500,Q,1954,,1960,1,8654,21,5629,2017-08-13T18:01:04.000Z
10665,3152    0841,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,10,,,,U,1917,,1974,1,3479,46,2672,2017-08-13T18:01:04.000Z
10666,3152    0841,2,1,0,Default,0,Default,BR,Brick,9,0,,,U,1926,,1926,1,578,46,2672,2017-08-13T18:01:04.000Z
10667,3152    0845,1,1,0,Default,40,Good,0,Typical,8,,,,U,1923,,1985,1,1938,49,3432,2017-08-13T18:01:04.000Z
10668,3152    0845,2,1,0,Default,0,Default,0,Typical,,0,,,U,1923,,1923,1,1938,49,3432,2017-08-13T18:01:04.000Z
10669,3153    0031,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,345000,Q,1925,,1970,1,2436,59,2520,2017-08-13T18:01:04.000Z
10670,3153    0032,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,10,,,0,U,1925,,1980,1,2638,46,2520,2017-08-13T18:01:04.000Z
10671,3153    0033,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,10,,,325000,Q,1925,,1975,1,2588,59,2520,2017-08-13T18:01:04.000Z
10672,3153    0034,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,,,0,U,1925,,1977,1,2628,89,2520,2017-08-13T18:01:04.000Z
10673,3153    0036,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,10,,,0,U,1925,,1975,1,1728,59,2520,2017-08-13T18:01:04.000Z
10674,3153    0817,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,44,,3300000,Q,1959,1986,1975,1,49428,22,14400,2017-08-13T18:01:04.000Z
10675,3153    0820,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,10,,,1190000,U,1925,,1988,2,2940,75,2648,2017-08-13T18:01:04.000Z
10676,3153    0820,2,1,C,Brick/Concr,0,Default,BR,Brick,12,,,1190000,U,1938,,1946,2,2546,75,2648,2017-08-13T18:01:04.000Z
10677,2660    2054,1,1,0,Default,0,Default,0,Typical,,1,,710000,Q,2010,,2010,1,1184,58,465,2017-08-13T18:01:04.000Z
10678,2661    0037,1,1,C,Brick/Concr,30,Average,BR,Brick,10,15,,225000,Q,1930,2004,1988,1,13508,21,8585,2017-08-13T18:01:04.000Z
10679,2661    0044,1,1,C,Brick/Concr,40,Good,BR,Brick,11,34,,250561,Q,1940,2003,1980,1,42978,21,7500,2017-08-13T18:01:04.000Z
10680,2661    0051,1,1,C,Brick/Concr,30,Average,BR,Brick,9,20,,0,U,1964,,1962,1,14675,21,7500,2017-08-13T18:01:04.000Z
10681,2661    0052,1,1,C,Brick/Concr,30,Average,BR,Brick,9,18,,,U,1940,,1945,1,12686,21,7500,2017-08-13T18:01:04.000Z
10682,2661    0153,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,,U,1926,1996,1982,1,12867,21,3750,2017-08-13T18:01:04.000Z
10683,2661    0812,1,1,C,Brick/Concr,30,Average,BR,Brick,9,13,,0,U,1964,1989,1958,1,10976,21,5400,2017-08-13T18:01:04.000Z
10684,2661    0855,1,1,C,Brick/Concr,40,Good,BR,Brick,10,28,,4100000,Q,1920,,1975,5,20604,22,7500,2017-08-13T18:01:04.000Z
10685,2661    0858,1,1,C,Brick/Concr,40,Good,BR,Brick,10,16,,0,U,1926,1965,1962,1,9047,21,4000,2017-08-13T18:01:04.000Z
10686,2661    0862,1,1,C,Brick/Concr,30,Average,BR,Brick,10,73,,6200000,Q,1937,1980,1958,1,54613,22,18031,2017-08-13T18:01:04.000Z
10687,2661    0863,1,1,C,Brick/Concr,60,Excellent,,,,255,,0,U,2013,,2013,1,255728,22,29577,2017-08-13T18:01:04.000Z
10688,2661    2001,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,,,U,1926,1988,1926,1,461,216,228,2017-08-13T18:01:04.000Z
10689,2661    2002,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1940,1,423,216,213,2017-08-13T18:01:04.000Z
10690,2661    2003,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,600,216,271,2017-08-13T18:01:04.000Z
10691,2661    2004,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,522,216,262,2017-08-13T18:01:04.000Z
10692,2661    2005,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,626,216,336,2017-08-13T18:01:04.000Z
10693,2661    2006,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,550,216,233,2017-08-13T18:01:04.000Z
10694,2661    2007,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,2010,1,600,216,326,2017-08-13T18:01:04.000Z
10695,2661    2008,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,517,216,256,2017-08-13T18:01:04.000Z
10696,2661    2009,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,600,216,310,2017-08-13T18:01:04.000Z
10697,2661    2010,1,1,C,Brick/Concr,20,Fair,BR,Brick,8,1,,,U,1926,1988,1926,1,626,216,377,2017-08-13T18:01:04.000Z
10698,2661    2011,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,550,216,248,2017-08-13T18:01:04.000Z
10699,2661    2012,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,600,216,333,2017-08-13T18:01:04.000Z
10700,2661    2013,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,517,216,263,2017-08-13T18:01:04.000Z
10701,2661    2014,1,1,C,Brick/Concr,20,Fair,BR,Brick,8,1,,150000,Q,1926,1988,1926,1,600,216,311,2017-08-13T18:01:04.000Z
10702,2661    2015,1,1,C,Brick/Concr,20,Fair,BR,Brick,8,1,,200000,Q,1926,1988,1926,1,626,216,375,2017-08-13T18:01:04.000Z
10703,2661    2016,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,247500,Q,1926,1988,1926,1,626,216,343,2017-08-13T18:01:04.000Z
10704,2661    2017,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,550,216,251,2017-08-13T18:01:04.000Z
10705,2661    2018,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,600,216,337,2017-08-13T18:01:04.000Z
10706,2661    2019,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,529,216,265,2017-08-13T18:01:04.000Z
10707,2661    2020,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1926,1988,1926,1,600,216,305,2017-08-13T18:01:04.000Z
10708,2661    2021,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,0,U,1926,1988,1926,1,626,216,380,2017-08-13T18:01:04.000Z
10709,3656    2006,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,114,2017-08-13T18:01:04.000Z
10710,3656    2007,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,161,2017-08-13T18:01:04.000Z
10711,3656    2008,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,200,2017-08-13T18:01:04.000Z
10712,3656    2009,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,201,2017-08-13T18:01:04.000Z
10713,3656    2010,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,200,2017-08-13T18:01:04.000Z
10714,3656    2011,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,182,2017-08-13T18:01:04.000Z
10715,3656    2012,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,161,2017-08-13T18:01:04.000Z
10716,3656    2013,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,169,2017-08-13T18:01:04.000Z
10717,3656    2014,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,163,2017-08-13T18:01:04.000Z
10718,3656    2015,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,133,2017-08-13T18:01:04.000Z
10719,3656    2016,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,174,2017-08-13T18:01:04.000Z
10720,3656    2017,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,207,2017-08-13T18:01:04.000Z
10721,3656    2018,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,207,2017-08-13T18:01:04.000Z
10722,3656    2019,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,120,2017-08-13T18:01:04.000Z
10723,3656    2020,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,146,2017-08-13T18:01:04.000Z
10724,3656    2021,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,122,2017-08-13T18:01:04.000Z
10725,3656    2022,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,205,2017-08-13T18:01:04.000Z
10726,3656    2023,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,120,2017-08-13T18:01:04.000Z
10727,3656    2024,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,110,2017-08-13T18:01:04.000Z
10728,3656    2025,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,136,2017-08-13T18:01:04.000Z
10729,3656    2026,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,114,2017-08-13T18:01:04.000Z
10730,3656    2027,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,161,2017-08-13T18:01:04.000Z
10731,3656    2028,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,200,2017-08-13T18:01:04.000Z
10732,3656    2029,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,201,2017-08-13T18:01:04.000Z
10733,3656    2030,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,200,2017-08-13T18:01:04.000Z
10734,3656    2031,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,182,2017-08-13T18:01:04.000Z
10735,3656    2032,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,161,2017-08-13T18:01:04.000Z
10736,3656    2033,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,169,2017-08-13T18:01:04.000Z
10737,3656    2034,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,163,2017-08-13T18:01:04.000Z
10738,3656    2035,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,133,2017-08-13T18:01:04.000Z
10739,3656    2036,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,174,2017-08-13T18:01:04.000Z
10740,3656    2037,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,207,2017-08-13T18:01:04.000Z
10741,3656    2038,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,207,2017-08-13T18:01:04.000Z
10742,3656    2039,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,120,2017-08-13T18:01:04.000Z
10743,3656    2040,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,146,2017-08-13T18:01:04.000Z
10744,3656    2041,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,122,2017-08-13T18:01:04.000Z
10745,3656    2042,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,205,2017-08-13T18:01:04.000Z
10746,3656    2043,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,120,2017-08-13T18:01:04.000Z
10747,3656    2044,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,110,2017-08-13T18:01:04.000Z
10748,3656    2045,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,136,2017-08-13T18:01:04.000Z
10749,3656    2046,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,114,2017-08-13T18:01:04.000Z
10750,3656    2047,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,161,2017-08-13T18:01:04.000Z
10751,3656    2048,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,200,2017-08-13T18:01:04.000Z
10752,5284    0117,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,0,U,1938,,1946,1,4512,42,6475,2017-08-13T18:01:04.000Z
10753,5284    0213,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,0,,0,U,1956,2012,1965,1,2988,41,15232,2017-08-13T18:01:04.000Z
10754,5284    0824,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,0,U,1938,,1946,1,945,41,2625,2017-08-13T18:01:04.000Z
10755,5286    0080,1,1,C,Brick/Concr,50,Very Good,S,Stone,10,0,,,U,1927,2004,1967,1,12827,81,15850,2017-08-13T18:01:04.000Z
10756,5290    0133,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,935000,U,1951,,1980,1,1377,46,2351,2017-08-13T18:01:04.000Z
10757,5290    0136,1,1,C,Brick/Concr,40,Good,0,Typical,9,16,,197000,Q,0,,1980,1,16112,21,11630,2017-08-13T18:01:04.000Z
10758,5290    0801,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,,935000,U,1951,,1974,1,6824,41,12789,2017-08-13T18:01:04.000Z
10759,5293    0020,1,1,C,Brick/Concr,30,Average,0,Typical,20,,,230000,U,1966,,1985,1,1848,81,4000,2017-08-13T18:01:04.000Z
10760,5294    0040,1,1,A,Struct Steel,40,Good,0,Typical,20,,,,U,1965,,1986,1,2278,81,12000,2017-08-13T18:01:04.000Z
10761,5298    0031,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,82,,2328180,U,1967,,1900,4,18978,21,71986,2017-08-13T18:01:04.000Z
10762,5298    0031,2,1,C,Brick/Concr,30,Average,BR,Brick,12,,,2328180,U,1967,,1972,4,19218,21,71986,2017-08-13T18:01:04.000Z
10763,5298    0031,3,1,C,Brick/Concr,30,Average,BR,Brick,12,,,2328180,U,1967,,1972,4,28467,21,71986,2017-08-13T18:01:04.000Z
10764,5299    0031,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,14,,785000,Q,1966,,1966,2,11541,21,12000,2017-08-13T18:01:04.000Z
10765,5299    0032,1,1,C,Brick/Concr,40,Good,0,Typical,9,24,,2328180,U,0,,1987,4,20466,21,20000,2017-08-13T18:01:04.000Z
10766,5299    0033,1,1,C,Brick/Concr,40,Good,0,Typical,9,12,,2328180,U,1970,,1988,4,16639,21,12000,2017-08-13T18:01:04.000Z
10767,5299    0038,1,1,D,Wood/Frame,30,Average,WS,Wood Siding,9,8,,0,U,2008,,2008,1,5720,21,8000,2017-08-13T18:01:04.000Z
10768,5300    0031,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,9,18,,500000,Q,1966,,1970,1,16596,21,16000,2017-08-13T18:01:04.000Z
10769,5301    0031,1,1,C,Brick/Concr,30,Average,0,Typical,9,13,,835000,Q,1968,,1987,1,12519,21,12000,2017-08-13T18:01:04.000Z
10770,5301    0809,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,12,,,,U,1964,,1974,1,61548,83,139650,2017-08-13T18:01:04.000Z
10771,5302    0032,1,1,C,Brick/Concr,30,Average,0,Typical,9,14,,399000,Q,1965,,1986,1,11664,21,12000,2017-08-13T18:01:04.000Z
10772,5302    0033,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,,0,U,1965,,1975,1,10866,21,16000,2017-08-13T18:01:04.000Z
10773,5303    0035,1,1,C,Brick/Concr,30,Average,0,Typical,9,9,,679500,Q,1967,2013,1977,6,6528,21,7200,2017-08-13T18:01:04.000Z
10774,5303    0036,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,0,U,0,,1987,2,14844,21,15200,2017-08-13T18:01:04.000Z
10775,5303    0037,1,1,C,Brick/Concr,30,Average,0,Typical,9,12,,0,U,1968,,1987,2,13182,21,15200,2017-08-13T18:01:04.000Z
10776,5303    0038,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,12,,111000,Q,0,,1900,1,11088,21,11200,2017-08-13T18:01:04.000Z
10777,5303    0039,1,1,C,Brick/Concr,30,Average,,,,1,,1900000,U,1990,,1990,3,2112,88,8000,2017-08-13T18:01:04.000Z
10778,5307    0003,1,1,C,Brick/Concr,30,Average,BR,Brick,9,14,,730000,U,0,,1973,1,10920,21,4000,2017-08-13T18:01:04.000Z
10779,5307    0005,1,1,C,Brick/Concr,30,Average,0,Typical,9,14,,359900,Q,1947,,1977,1,10920,21,3978,2017-08-13T18:01:04.000Z
10780,5307    0013,1,1,C,Brick/Concr,30,Average,0,Typical,9,12,,600000,U,1946,,1976,3,8190,21,4000,2017-08-13T18:01:04.000Z
10781,5308    0010,1,1,C,Brick/Concr,30,Average,BR,Brick,20,,,,U,1965,,1986,1,2930,81,4000,2017-08-13T18:01:04.000Z
10782,5308    0035,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,0,U,1964,,1969,1,10571,21,10000,2017-08-13T18:01:04.000Z
10783,5308    0036,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,0,U,1964,,1969,1,10679,21,10000,2017-08-13T18:01:04.000Z
10784,5426    0025,1,1,C,Brick/Concr,30,Average,BR,Brick,9,37,,2250000,Q,1949,,1956,4,39526,21,57183,2017-08-13T18:01:04.000Z
10785,5426    0026,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,11000000,U,1963,2002,1990,2,10472,21,9863,2017-08-13T18:01:04.000Z
10786,5426    0027,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,11000000,U,1963,,1952,2,10472,21,10043,2017-08-13T18:01:04.000Z
10787,5426    0032,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,20,,,,U,1951,,1958,1,4800,81,8391,2017-08-13T18:01:04.000Z
10788,5427    0077,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,15,,,U,1969,,1952,1,16572,21,14653,2017-08-13T18:01:04.000Z
10789,5427    0808,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,,,U,1962,,1962,1,17516,21,14815,2017-08-13T18:01:04.000Z
10790,5427    0809,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,,,U,1962,,1969,1,17516,21,14815,2017-08-13T18:01:04.000Z
10791,5429    0804,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,,U,1962,,1962,1,11484,21,10983,2017-08-13T18:01:04.000Z
10792,5430    0035,1,1,C,Brick/Concr,30,Average,BR,Brick,24,1,,300000,U,1943,2003,1971,1,4480,81,3860,2017-08-13T18:01:04.000Z
10793,5430    0036,1,1,C,Brick/Concr,30,Average,BR,Brick,24,1,,300000,U,1943,2003,1975,1,4480,81,3860,2017-08-13T18:01:04.000Z
10794,5431    0802,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,,858975,Q,1953,,1959,2,10212,21,5376,2017-08-13T18:01:04.000Z
10795,5432    0064,1,1,C,Brick/Concr,30,Average,BR,Brick,9,17,,,U,1969,,1971,1,14547,21,15440,2017-08-13T18:01:04.000Z
10796,5432    0065,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,,,U,1969,,1962,1,12248,21,11580,2017-08-13T18:01:04.000Z
10797,5432    0813,1,1,0,Default,60,Excellent,BV,Brick Veneer,8,12,,,U,1964,,1964,1,12236,26,11580,2017-08-13T18:01:04.000Z
10798,5432    0814,1,1,C,Brick/Concr,30,Average,BR,Brick,9,18,,0,U,1947,,1960,1,13892,21,11580,2017-08-13T18:01:04.000Z
10799,5433    0007,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,,,U,1942,,1960,1,4200,21,4180,2017-08-13T18:01:04.000Z
10800,5433    0016,1,1,C,Brick/Concr,25,Fair +,BR,Brick,9,18,,,U,1965,,1955,1,18304,21,17995,2017-08-13T18:01:04.000Z
10801,5434    0003,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,,272000,U,1950,,1957,3,4680,21,4646,2017-08-13T18:01:04.000Z
10802,5434    0004,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,,,U,1950,,1957,1,4680,21,4646,2017-08-13T18:01:04.000Z
10803,5434    0011,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,24,,,U,1961,,1967,1,18411,21,28553,2017-08-13T18:01:04.000Z
10804,5434    0803,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,,U,1961,2016,1972,1,9702,21,10925,2017-08-13T18:01:04.000Z
10805,5434    0804,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,12,,,U,1961,,1967,1,9102,21,10887,2017-08-13T18:01:04.000Z
10806,5434    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,,U,1961,,1967,1,6072,21,12081,2017-08-13T18:01:04.000Z
10807,5434    0806,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,12,,,U,1961,,1967,1,8607,21,11439,2017-08-13T18:01:04.000Z
10808,5434    0807,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,,U,1961,,1967,1,9606,21,11087,2017-08-13T18:01:04.000Z
10809,5434    0808,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,,U,1961,,1967,1,9702,21,11177,2017-08-13T18:01:04.000Z
10810,5434    0811,1,1,C,Brick/Concr,30,Average,BR,Brick,9,28,,1123080,Q,1967,,1972,1,12896,21,23853,2017-08-13T18:01:04.000Z
10811,5434    0811,2,1,0,Default,30,Average,BR,Brick,9,,,1123080,Q,1967,,1967,1,12896,21,23853,2017-08-13T18:01:04.000Z
10812,5434    0812,1,1,C,Brick/Concr,30,Average,BR,Brick,9,46,,0,U,1918,,1967,1,27124,21,47216,2017-08-13T18:01:04.000Z
10813,5434    0812,2,1,0,Default,0,Default,C,Concrete,12,,,0,U,1918,,1918,1,14432,21,47216,2017-08-13T18:01:04.000Z
10814,5434    0813,1,1,C,Brick/Concr,30,Average,,,,,,0,U,2004,,2005,1,4992,81,30063,2017-08-13T18:01:04.000Z
10815,5434    0814,1,1,C,Brick/Concr,30,Average,BR,Brick,9,39,,3150000,Q,1947,,1954,2,42816,21,58054,2017-08-13T18:01:04.000Z
10816,5434    0814,2,1,C,Brick/Concr,30,Average,BR,Brick,9,9,,3150000,Q,1948,,1955,2,7440,21,58054,2017-08-13T18:01:04.000Z
10817,5436    0001,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,24,,,U,1945,,1952,1,26701,21,34774,2017-08-13T18:01:04.000Z
10818,5436    0002,1,1,C,Brick/Concr,30,Average,BR,Brick,9,20,,,U,1945,,1952,1,21111,21,59870,2017-08-13T18:01:04.000Z
10819,5436    0003,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,20,,,U,1945,,1953,1,19125,21,56727,2017-08-13T18:01:04.000Z
10820,5436    0004,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,,,U,1945,,1947,1,12718,21,35784,2017-08-13T18:01:04.000Z
10821,5436    0005,1,1,C,Brick/Concr,30,Average,BR,Brick,9,25,,,U,1945,,1959,1,20300,21,39231,2017-08-13T18:01:04.000Z
10822,5436    0006,1,1,C,Brick/Concr,30,Average,BR,Brick,9,24,,,U,1945,,1954,1,23178,21,41815,2017-08-13T18:01:04.000Z
10823,3872    0068,1,1,C,Brick/Concr,20,Fair,BR,Brick,8,0,,20000,U,1961,,1967,1,2652,51,3400,2017-08-13T18:01:04.000Z
10824,3872    0070,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,,U,1955,,1961,1,900,51,2288,2017-08-13T18:01:04.000Z
10825,3872    0814,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,375000,Q,1960,,1976,2,2250,51,1877,2017-08-13T18:01:04.000Z
10826,3872    0818,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,375000,U,1925,2011,1975,1,2910,51,3019,2017-08-13T18:01:04.000Z
10827,3872    0821,1,1,C,Brick/Concr,35,Average +,BV,Brick Veneer,12,,,555000,Q,1965,2016,1975,4,3684,59,2807,2017-08-13T18:01:04.000Z
10828,3874    0082,1,1,C,Brick/Concr,35,Average +,C,Concrete,10,1,,,U,1962,2004,2004,1,1653,365,11715,2017-08-13T18:01:04.000Z
10829,3875    0054,1,1,C,Brick/Concr,35,Average +,BR,Brick,14,,,250000,Q,1940,1985,1960,1,5960,49,3100,2017-08-13T18:01:04.000Z
10830,3875    0090,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,0,U,1932,2011,1970,1,3074,89,2334,2017-08-13T18:01:04.000Z
10831,3875    0091,1,1,,,,,,,,,,0,U,2016,,0,1,0,41,4763,2017-08-13T18:01:04.000Z
10832,3876    0050,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,1,,1950000,Q,1939,2011,1978,1,7550,89,13250,2017-08-13T18:01:04.000Z
10833,3876    0051,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,0,,0,U,1925,2015,1942,1,3054,49,4450,2017-08-13T18:01:04.000Z
10834,3876    0051,2,1,C,Brick/Concr,35,Average +,BR,Brick,8,0,,0,U,1925,,1965,1,2946,49,4450,2017-08-13T18:01:04.000Z
10835,3876    0052,1,1,D,Wood/Frame,30,Average,WS,Wood Siding,8,0,,0,U,1900,,1918,1,2625,51,1750,2017-08-13T18:01:04.000Z
