OBJECTID,SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM
3178,0930    0829,1,1,C,Brick/Concr,45,Good +,,,,,,400000,Q,0,2007,1979,1,1866,51,1687,2017-08-13T18:01:04.000Z
3179,0930    0831,1,1,C,Brick/Concr,40,Good,,,,,,600000,Q,2008,,2009,1,3944,49,1711,2017-08-13T18:01:04.000Z
3180,0933    0008,1,1,B,Reinf Concr,50,Very Good,BR,Brick,12,,,0,U,1918,,1918,1,3474,42,1505,2017-08-13T18:01:04.000Z
3181,0933    0013,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,0,U,1962,1998,1962,1,2664,41,1505,2017-08-13T18:01:04.000Z
3182,0933    0057,1,1,B,Reinf Concr,45,Good +,0,Typical,12,,,2250000,U,1937,,1999,3,3984,41,1463,2017-08-13T18:01:04.000Z
3183,0933    0063,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,175000,Q,1921,,1921,1,2524,42,1433,2017-08-13T18:01:04.000Z
3184,0933    0064,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,11,,,160000,U,1921,,1921,1,2055,42,1536,2017-08-13T18:01:04.000Z
3185,0933    0800,1,1,C,Brick/Concr,40,Good,BR,Brick,11,,,1375000,Q,1930,,1971,1,6508,42,3010,2017-08-13T18:01:04.000Z
3186,0933    0801,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,1400000,Q,1921,,1921,1,6884,42,2896,2017-08-13T18:01:04.000Z
3187,0933    0802,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,U,1945,2009,1993,1,5665,42,1808,2017-08-13T18:01:04.000Z
3188,0935    0803,1,1,B,Reinf Concr,60,Excellent,BR,Brick,12,0,,0,U,2003,,2003,1,1163,87,85651,2017-08-13T18:01:04.000Z
3189,0935    0804,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,1,,,U,1959,,1970,1,65610,83,25593,2017-08-13T18:01:04.000Z
3190,0936    0052,1,1,C,Brick/Concr,30,Average,BR,Brick,14,,,,U,1930,,1930,1,5190,62,3612,2017-08-13T18:01:04.000Z
3191,0937    0085,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,,U,1900,,1900,1,28764,49,11905,2017-08-13T18:01:04.000Z
3192,0939    0017,1,1,C,Brick/Concr,40,Good,BR,Brick,12,13,,2550000,Q,1925,2002,1979,1,10032,21,6442,2017-08-13T18:01:04.000Z
3193,0940    0801,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,,,U,1910,,1970,1,14396,81,9982,2017-08-13T18:01:04.000Z
3194,0941    0025,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,0,,1100000,Q,1922,1985,1985,1,2648,59,1252,2017-08-13T18:01:04.000Z
3195,0942    0058,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,10,,,245000,Q,1908,1962,1987,1,1654,51,1543,2017-08-13T18:01:04.000Z
3196,0944    0831,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1911,1957,1911,1,2241,79,5127,2017-08-13T18:01:04.000Z
3197,1027    0825,2,1,0,Default,30,Average,BR,Brick,12,,,0,U,1930,,1930,2,0,62,3505,2017-08-13T18:01:04.000Z
3198,1027    0826,1,1,C,Brick/Concr,40,Good,0,Typical,12,,,500000,Q,1930,2010,1976,1,3058,42,3505,2017-08-13T18:01:04.000Z
3199,1027    0829,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,1100000,U,1927,2003,1972,1,4566,67,5857,2017-08-13T18:01:04.000Z
3200,1027    0834,1,1,C,Brick/Concr,30,Average,MS,Metal Siding,12,,,40000,Q,1942,2003,1990,1,1032,46,1200,2017-08-13T18:01:04.000Z
3201,1027    0835,1,1,C,Brick/Concr,30,Average,0,Typical,9,,,160650,Q,1940,,1948,1,768,51,1200,2017-08-13T18:01:04.000Z
3202,1027    0839,1,1,C,Brick/Concr,40,Good,0,Typical,12,,,630000,Q,1943,,1967,1,2940,68,1800,2017-08-13T18:01:04.000Z
3203,1027    0845,1,1,C,Brick/Concr,30,Average,0,Typical,16,,,,U,1930,,1977,1,1120,62,3943,2017-08-13T18:01:04.000Z
3204,1027    0859,1,1,C,Brick/Concr,60,Excellent,BR,Brick,14,,,0,U,1900,,1957,1,728,62,492,2017-08-13T18:01:04.000Z
3205,1028    0192,1,1,C,Brick/Concr,50,Very Good,WS,Wood Siding,8,,,,U,1970,1983,1970,1,11176,81,17797,2017-08-13T18:01:04.000Z
3206,1028    0193,1,1,C,Brick/Concr,45,Good +,BR,Brick,10,10,,0,U,1894,2012,1989,1,32000,21,11857,2017-08-13T18:01:04.000Z
3207,1030    0083,1,1,C,Brick/Concr,30,Average,0,Typical,22,,,0,U,0,,1967,1,6122,81,7950,2017-08-13T18:01:04.000Z
3208,1030    0084,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,15,0,,0,U,1900,2004,2000,3,55219,83,75462,2017-08-13T18:01:04.000Z
3209,1033    0033,1,1,C,Brick/Concr,50,Very Good,0,Typical,9,14,,0,U,1954,,1982,1,9704,21,4702,2017-08-13T18:01:04.000Z
3210,1033    0053,1,1,C,Brick/Concr,50,Very Good,0,Typical,9,9,,1000000,U,1961,,1982,1,7077,21,1634,2017-08-13T18:01:04.000Z
3211,1033    0111,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,6,,1225000,Q,1941,1983,1992,1,4212,21,1620,2017-08-13T18:01:04.000Z
3212,1034    0824,1,1,C,Brick/Concr,50,Very Good,BR,Brick,13,,,,U,1960,2002,1998,1,7493,81,8910,2017-08-13T18:01:04.000Z
3213,1034    0824,2,1,0,Default,0,Default,BR,Brick,12,,,,U,1920,,1920,1,2560,81,8910,2017-08-13T18:01:04.000Z
3214,1034    0824,3,1,0,Default,0,Default,BR,Brick,12,,,,U,1920,,1920,1,2040,81,8910,2017-08-13T18:01:04.000Z
3215,1034    0824,4,1,0,Default,0,Default,BR,Brick,12,,,,U,1920,,1920,1,2040,81,8910,2017-08-13T18:01:04.000Z
3216,1034    0824,5,1,0,Default,0,Default,BR,Brick,12,,,,U,1920,,1920,1,2080,81,8910,2017-08-13T18:01:04.000Z
3217,1035    0058,1,1,C,Brick/Concr,40,Good,BR,Brick,8,10,,,U,1909,1987,1978,1,5872,21,3657,2017-08-13T18:01:04.000Z
3218,1035    0070,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1908,,1908,1,3864,81,3264,2017-08-13T18:01:04.000Z
3219,1035    0812,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,,U,1900,,1900,1,2858,81,7415,2017-08-13T18:01:04.000Z
3220,1035    0812,2,1,0,Default,0,Default,BR,Brick,12,,,,U,1909,,1918,1,2757,81,7415,2017-08-13T18:01:04.000Z
3221,1035    0812,3,1,0,Default,0,Default,BR,Brick,36,,,,U,1910,,1918,1,12867,81,7415,2017-08-13T18:01:04.000Z
3222,1035    0812,4,1,0,Default,0,Default,BR,Brick,12,,,,U,1910,,1918,1,2757,81,7415,2017-08-13T18:01:04.000Z
3223,1035    0814,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,0,U,1900,,1977,5,2181,45,1380,2017-08-13T18:01:04.000Z
3224,1035    0814,2,1,0,Default,0,Default,BR,Brick,12,,,0,U,1900,,1918,5,363,45,1380,2017-08-13T18:01:04.000Z
3225,1036    0060,1,1,C,Brick/Concr,45,Good +,0,Typical,12,,,3200000,Q,1913,,2000,2,3655,45,1540,2017-08-13T18:01:04.000Z
3226,1036    0805,1,1,C,Brick/Concr,40,Good,S,Stone,8,0,,,U,1912,,1960,1,25872,81,24034,2017-08-13T18:01:04.000Z
3227,1036    0805,2,1,0,Default,0,Default,BR,Brick,12,,,,U,1939,,1939,1,10848,81,24034,2017-08-13T18:01:04.000Z
3228,1036    2019,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,0,,270000,Q,2006,,2007,1,919,48,404,2017-08-13T18:01:04.000Z
3229,1036    2020,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,0,,0,U,2006,,2007,3,392,48,158,2017-08-13T18:01:04.000Z
3230,1039S   0017,1,1,C,Brick/Concr,50,Very Good,0,Typical,12,,,400000,Q,1927,1957,1972,1,746,41,585,2017-08-13T18:01:04.000Z
3231,1040    0812,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,6,,0,U,0,,1979,1,3312,21,2505,2017-08-13T18:01:04.000Z
3232,1041    0128,1,1,C,Brick/Concr,30,Average,BR,Brick,8,15,,,U,1979,,1979,1,24381,21,95021,2017-08-13T18:01:04.000Z
3233,1041    0128,2,1,0,Default,0,Default,BR,Brick,12,,,,U,1964,,1964,1,20358,21,95021,2017-08-13T18:01:04.000Z
3234,1041    0128,3,1,0,Default,0,Default,BR,Brick,12,,,,U,1964,,1964,1,12276,21,95021,2017-08-13T18:01:04.000Z
3235,1041    0128,4,1,0,Default,0,Default,BR,Brick,12,,,,U,1964,,1964,1,20358,21,95021,2017-08-13T18:01:04.000Z
3236,1041    0129,1,1,C,Brick/Concr,30,Average,BR,Brick,8,15,,0,U,1979,,1979,1,12276,21,10406,2017-08-13T18:01:04.000Z
3237,1042    0062,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,160000,Q,1916,,1957,1,3155,42,1202,2017-08-13T18:01:04.000Z
3238,1042    0109,1,1,C,Brick/Concr,40,Good,BR,Brick,18,,,4919092,Q,1963,1981,1968,3,47768,47,119694,2017-08-13T18:01:04.000Z
3239,1042    0112,1,1,C,Brick/Concr,10,Poor,BR,Brick,8,0,,6875000,Q,1900,,1965,3,45655,83,38325,2017-08-13T18:01:04.000Z
3240,1042    0813,1,1,C,Brick/Concr,55,Very Good +,0,Typical,9,5,,0,U,0,,1972,1,4431,25,4250,2017-08-13T18:01:04.000Z
3241,1042    0815,1,1,C,Brick/Concr,50,Very Good,0,Typical,12,,,,U,1927,1934,1972,1,2452,42,1512,2017-08-13T18:01:04.000Z
3242,1043    0100,1,1,C,Brick/Concr,30,Average,0,Typical,9,,,0,U,1912,1979,1992,1,1968,51,1200,2017-08-13T18:01:04.000Z
3243,1043    0103,1,1,C,Brick/Concr,30,Average,0,Typical,9,,,,U,1912,,1971,1,1872,51,1200,2017-08-13T18:01:04.000Z
3244,1043    0104,1,1,C,Brick/Concr,30,Average,0,Typical,9,,,0,U,1912,,1977,1,1352,51,1200,2017-08-13T18:01:04.000Z
3245,1043    0105,1,1,C,Brick/Concr,30,Average,0,Typical,9,,,500000,Q,1912,,1977,1,1352,51,1200,2017-08-13T18:01:04.000Z
3246,1043    0106,1,1,C,Brick/Concr,30,Average,0,Typical,9,,,,U,1912,,1992,1,2028,51,1200,2017-08-13T18:01:04.000Z
3247,1043    0107,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,,600000,Q,1912,,1978,1,2028,51,1200,2017-08-13T18:01:04.000Z
3248,0650    0078,1,1,C,Brick/Concr,30,Average,BR,Brick,8,17,,,U,1942,1984,1942,1,15650,21,18903,2017-08-13T18:01:04.000Z
3249,0650    0079,1,1,C,Brick/Concr,30,Average,BR,Brick,8,14,,,U,1942,,1942,1,15650,21,21599,2017-08-13T18:01:04.000Z
3250,0650    0081,1,1,C,Brick/Concr,30,Average,BR,Brick,8,17,,,U,1942,1984,1942,1,15650,21,21146,2017-08-13T18:01:04.000Z
3251,0650    0082,1,1,C,Brick/Concr,30,Average,BR,Brick,8,17,,,U,1942,1984,1942,1,15650,21,17852,2017-08-13T18:01:04.000Z
3252,0650    0083,1,1,0,Default,20,Fair,BR,Brick,8,8,,,U,1942,1984,1942,1,7386,21,12676,2017-08-13T18:01:04.000Z
3253,0650    0084,1,1,C,Brick/Concr,30,Average,BR,Brick,8,7,,,U,1942,1984,1942,1,6210,21,10802,2017-08-13T18:01:04.000Z
3254,0650    0086,1,1,0,Default,40,Good,0,Typical,8,,,1600000,Q,0,,1979,2,7512,81,6305,2017-08-13T18:01:04.000Z
3255,0650    0856,1,1,C,Brick/Concr,30,Average,BR,Brick,8,15,,0,U,1942,1984,1942,1,13806,21,16370,2017-08-13T18:01:04.000Z
3256,0650    0858,1,1,C,Brick/Concr,30,Average,BR,Brick,8,15,,0,U,1942,1984,1942,1,13284,21,18705,2017-08-13T18:01:04.000Z
3257,0650N   0810,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,,U,1960,,1960,1,53457,84,40659,2017-08-13T18:01:04.000Z
3258,0650N   0815,1,1,C,Brick/Concr,30,Average,BR,Brick,11,0,,0,U,1967,,1967,1,46248,51,48888,2017-08-13T18:01:04.000Z
3259,0651    0147,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,10,,,0,U,1914,1989,1982,1,2000,42,1440,2017-08-13T18:01:04.000Z
3260,0651    0148,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,4250000,Q,1950,,1957,1,4894,44,23362,2017-08-13T18:01:04.000Z
3261,0651    0148,2,1,0,Default,30,Average,CB,Concrete Block,12,,,4250000,Q,1989,,1989,1,4951,44,23362,2017-08-13T18:01:04.000Z
3262,0651    0148,3,1,0,Default,30,Average,CB,Concrete Block,12,,,4250000,Q,1989,,1989,1,3532,44,23362,2017-08-13T18:01:04.000Z
3263,0652    0059,1,1,C,Brick/Concr,40,Good,BR,Brick,9,11,,1070000,Q,1942,1984,1957,1,9983,29,4949,2017-08-13T18:01:04.000Z
3264,0652    0075,1,1,C,Brick/Concr,30,Average,BR,Brick,8,15,,,U,1942,1984,1942,1,13436,21,14232,2017-08-13T18:01:04.000Z
3265,0652    0076,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,,,U,1942,1984,1942,1,4914,21,7840,2017-08-13T18:01:04.000Z
3266,0652    0077,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,,,U,1942,1984,1942,1,6264,21,19932,2017-08-13T18:01:04.000Z
3267,0652    0078,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,,,U,1942,1984,1942,1,4914,21,7496,2017-08-13T18:01:04.000Z
3268,0652    0079,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,,,U,1942,1984,1942,1,4914,21,7361,2017-08-13T18:01:04.000Z
3269,0652    0080,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,,,U,1942,1984,1942,1,6264,21,13763,2017-08-13T18:01:04.000Z
3270,0652    0081,1,1,C,Brick/Concr,30,Average,BR,Brick,8,10,,,U,1942,1984,1942,1,8154,29,14778,2017-08-13T18:01:04.000Z
3271,0652    0082,1,1,C,Brick/Concr,30,Average,BR,Brick,8,11,,,U,1942,1984,1942,1,9342,21,9222,2017-08-13T18:01:04.000Z
3272,0652    0083,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,,,U,1942,1984,1942,1,7448,21,7278,2017-08-13T18:01:04.000Z
3273,0652    0084,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,,,U,1942,1984,1942,1,4482,21,8034,2017-08-13T18:01:04.000Z
3274,0652    0085,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,,,U,1942,1984,1942,1,4482,21,8188,2017-08-13T18:01:04.000Z
3275,0652    0086,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,,,U,1942,1984,1942,1,4482,21,8188,2017-08-13T18:01:04.000Z
3276,0652    0087,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,,,U,1942,1984,1942,1,4482,21,8188,2017-08-13T18:01:04.000Z
3277,0652    0088,1,1,C,Brick/Concr,30,Average,BR,Brick,8,10,,,U,1942,1984,1942,1,8154,21,15066,2017-08-13T18:01:04.000Z
3278,0652    0803,1,1,C,Brick/Concr,40,Good,WS,Wood Siding,8,1,,,U,1928,,1928,1,6008,81,3757,2017-08-13T18:01:04.000Z
3279,0653    0052,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,,550000,Q,1900,,1900,1,1226,51,1128,2017-08-13T18:01:04.000Z
3280,0653    0111,1,1,B,Reinf Concr,55,Very Good +,BV,Brick Veneer,9,277,,9388000,U,2012,,2013,1,269995,29,41019,2017-08-13T18:01:04.000Z
3281,0653    0829,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,U,0,,1967,1,1302,41,1635,2017-08-13T18:01:04.000Z
3282,0654    0020,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,,0,U,1958,1984,1958,1,6372,21,5723,2017-08-13T18:01:04.000Z
3283,0654    0025,1,1,0,Default,30,Average,BR,Brick,8,4,,,U,1939,1984,1939,1,6138,26,3690,2017-08-13T18:01:04.000Z
3284,0654    0030,1,1,0,Default,30,Average,WS,Wood Siding,8,4,,,U,1937,1984,1937,1,6117,26,3690,2017-08-13T18:01:04.000Z
3285,0654    0031,1,1,0,Default,30,Average,BR,Brick,8,6,,,U,1939,1984,1939,1,6752,26,3543,2017-08-13T18:01:04.000Z
3286,0654    0032,1,1,0,Default,30,Average,BR,Brick,8,6,,,U,1939,1984,1900,1,5456,26,2854,2017-08-13T18:01:04.000Z
3287,0654    0033,1,1,0,Default,30,Average,BR,Brick,8,6,,,U,1939,1984,1939,1,5456,26,2854,2017-08-13T18:01:04.000Z
3288,0654    0034,1,1,0,Default,30,Average,BR,Brick,8,6,,,U,1939,1984,1939,1,6752,26,3543,2017-08-13T18:01:04.000Z
3289,0654    0035,1,1,0,Default,30,Average,WS,Wood Siding,8,6,,,U,1939,1984,1939,1,6744,26,6105,2017-08-13T18:01:04.000Z
3290,0654    0036,1,1,0,Default,30,Average,BR,Brick,8,6,,,U,1939,1984,1939,1,5058,26,6394,2017-08-13T18:01:04.000Z
3291,0654    0037,1,1,0,Default,30,Average,WS,Wood Siding,8,6,,,U,1939,1984,1939,1,6744,26,4994,2017-08-13T18:01:04.000Z
3292,0654    0038,1,1,0,Default,30,Average,WS,Wood Siding,8,6,,,U,1939,1984,1939,1,6744,26,6105,2017-08-13T18:01:04.000Z
3293,0654    0039,1,1,C,Brick/Concr,40,Good,BR,Brick,8,36,,,U,1958,1984,1958,1,36342,21,33117,2017-08-13T18:01:04.000Z
3294,0656    0049,1,1,C,Brick/Concr,30,Average,BR,Brick,8,12,,,U,1959,1984,1959,1,14040,21,20922,2017-08-13T18:01:04.000Z
3295,0656    0050,1,1,B,Reinf Concr,30,Average,BR,Brick,8,12,,,U,1958,1984,1958,1,13392,21,9548,2017-08-13T18:01:04.000Z
3296,0656    0051,1,1,C,Brick/Concr,30,Average,BR,Brick,8,18,,,U,1958,1984,1958,1,18360,21,15360,2017-08-13T18:01:04.000Z
3297,0656    0052,1,1,C,Brick/Concr,30,Average,BR,Brick,8,12,,,U,1958,1984,1958,1,12366,21,11537,2017-08-13T18:01:04.000Z
3298,0656    0053,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,,0,U,1940,2006,1973,1,11700,83,13206,2017-08-13T18:01:04.000Z
3299,1218    2039,1,1,C,Brick/Concr,35,Average +,,,,1,,16500000,U,2007,,1990,1,5783,58,3766,2017-08-13T18:01:04.000Z
3300,1218    2040,1,1,,,,,,,,,,16500000,U,2007,,2007,1,5597,58,3346,2017-08-13T18:01:04.000Z
3301,1218    2041,1,1,,,,,,,,,,16500000,U,2007,,2007,1,6534,58,3856,2017-08-13T18:01:04.000Z
3302,1218    2042,1,1,,,,,,,,,,2300000,Q,,,1918,1,0,63,2238,2017-08-13T18:01:04.000Z
3303,1218    2043,1,1,,,,,,,,,,4500000,U,2007,,2007,1,6595,58,2283,2017-08-13T18:01:04.000Z
3304,1218    2044,1,1,,,,,,,,,,4500000,U,1979,,1979,1,1687,58,2044,2017-08-13T18:01:04.000Z
3305,1218    2045,1,1,,,,,,,,,,4500000,U,1979,,1979,1,1851,58,677,2017-08-13T18:01:04.000Z
3306,1218    2046,1,1,,,,,,,,,,4500000,U,1979,,1977,1,1391,58,476,2017-08-13T18:01:04.000Z
3307,1218    2047,1,1,,,,,,,,,,4500000,U,1979,,1979,1,3950,58,1656,2017-08-13T18:01:04.000Z
3308,1218    2048,1,1,,,,,,,,,,4500000,U,1979,,1979,1,3950,58,1656,2017-08-13T18:01:04.000Z
3309,1218    2049,1,1,,,,,,,,,,4500000,U,1979,,1979,1,3549,58,1539,2017-08-13T18:01:04.000Z
3310,1220    0030,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,1750000,Q,1923,,1985,1,3395,41,3473,2017-08-13T18:01:04.000Z
3311,1220    0864,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,,,U,1880,1977,1880,1,4618,28,2628,2017-08-13T18:01:04.000Z
3312,1221    0084,1,1,C,Brick/Concr,30,Average,BR,Brick,9,10,,700000,Q,1924,1949,1970,1,6120,21,3139,2017-08-13T18:01:04.000Z
3313,1221    0087,1,1,C,Brick/Concr,40,Good,,,,6,,0,U,1923,,1995,1,4128,21,2772,2017-08-13T18:01:04.000Z
3314,1222    0062,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,8,0,,,U,0,,1979,1,16320,83,71475,2017-08-13T18:01:04.000Z
3315,1222    0062,2,1,0,Default,0,Default,BR,Brick,12,,,,U,1958,,1958,1,45594,83,71475,2017-08-13T18:01:04.000Z
3316,1222    0062,3,1,0,Default,0,Default,BR,Brick,12,,,,U,1944,,1944,1,40240,83,71475,2017-08-13T18:01:04.000Z
3317,1222    0062,4,1,0,Default,0,Default,BR,Brick,44,,,,U,1944,,1944,1,119019,83,71475,2017-08-13T18:01:04.000Z
3318,1222    0062,5,1,0,Default,0,Default,S,Stone,44,,,,U,1890,,1918,1,9172,83,71475,2017-08-13T18:01:04.000Z
3319,1222    0062,6,1,0,Default,0,Default,BR,Brick,12,,,,U,1944,,1944,1,8250,83,71475,2017-08-13T18:01:04.000Z
3320,1223    0087,1,1,C,Brick/Concr,30,Average,SU,Stucco,12,,,,U,0,,1979,1,8379,45,4320,2017-08-13T18:01:04.000Z
3321,1223    0831,1,1,C,Brick/Concr,35,Average +,WS,Wood Siding,12,,,,U,1920,,1985,1,3552,42,4014,2017-08-13T18:01:04.000Z
3322,1223    0847,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,0,,,U,0,,1979,1,8930,83,6144,2017-08-13T18:01:04.000Z
3323,1223    0857,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,12,,,,U,1900,,1979,1,2008,45,7320,2017-08-13T18:01:04.000Z
3324,1223    0857,2,1,0,Default,0,Default,SU,Stucco,12,,,,U,1958,,1985,1,4082,45,7320,2017-08-13T18:01:04.000Z
3325,1223    0857,3,1,0,Default,0,Default,SU,Stucco,12,,,,U,1950,,1985,1,3070,45,7320,2017-08-13T18:01:04.000Z
3326,1226    0097,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,,U,0,,1979,1,2000,51,1176,2017-08-13T18:01:04.000Z
3327,1226    0106,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,0,U,1888,1959,1985,1,2308,51,5985,2017-08-13T18:01:04.000Z
3328,1226    0107,1,1,D,Wood/Frame,40,Good,BR,Brick,8,2,,0,U,1910,,1995,1,5670,51,5955,2017-08-13T18:01:04.000Z
3329,1227    0087,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,12,,,,U,1910,,1985,1,3036,42,1232,2017-08-13T18:01:04.000Z
3330,1227    0095,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,,U,1850,,1972,1,15377,81,59440,2017-08-13T18:01:04.000Z
3331,1227    0095,2,1,0,Default,0,Default,SU,Stucco,12,,,,U,1850,,1972,1,14208,81,59440,2017-08-13T18:01:04.000Z
3332,1227    0095,3,1,0,Default,0,Default,BR,Brick,15,,,,U,1918,,1972,1,23693,81,59440,2017-08-13T18:01:04.000Z
3333,1227    0095,4,1,0,Default,0,Default,BR,Brick,12,,,,U,1918,,1972,1,17199,81,59440,2017-08-13T18:01:04.000Z
3334,1227    0095,5,1,0,Default,0,Default,BR,Brick,12,,,,U,1850,,1972,1,8009,81,59440,2017-08-13T18:01:04.000Z
3335,1227    0095,6,1,0,Default,0,Default,BR,Brick,10,,,,U,1850,,1972,1,1792,81,59440,2017-08-13T18:01:04.000Z
3336,1227    0813,1,1,C,Brick/Concr,30,Average,SU,Stucco,9,,,425000,Q,1900,,1975,1,4268,21,1506,2017-08-13T18:01:04.000Z
3337,1228    0076,1,1,D,Wood/Frame,40,Good,WS,Wood Siding,12,,,,U,1900,,1989,1,1890,42,617,2017-08-13T18:01:04.000Z
3338,1228    0081,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,0,U,1900,,1995,2,2160,46,900,2017-08-13T18:01:04.000Z
3339,1228    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,,U,1917,,1985,1,2400,42,4000,2017-08-13T18:01:04.000Z
3340,1228    0805,2,1,0,Default,0,Default,BR,Brick,12,,,,U,1917,,1985,1,2400,42,4000,2017-08-13T18:01:04.000Z
3341,0081    2151,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,4944000,U,1984,,1984,1,3664,57,652,2017-08-13T18:01:04.000Z
3342,0081    2152,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,631000,U,1984,,1984,1,2827,57,591,2017-08-13T18:01:04.000Z
3343,0081    2153,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,512000,Q,1984,,1984,2,1007,57,221,2017-08-13T18:01:04.000Z
3344,0081    2156,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,425000,Q,1984,,1984,1,1469,57,294,2017-08-13T18:01:04.000Z
3345,0081    2213,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,110000,Q,1984,,1984,1,475,57,95,2017-08-13T18:01:04.000Z
3346,0081    2214,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,,U,1984,,1984,1,2288,57,482,2017-08-13T18:01:04.000Z
3347,0081    2216,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,124939,U,1984,,1984,1,2726,57,555,2017-08-13T18:01:04.000Z
3348,0081    2217,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,4944000,U,1984,,1984,1,1095,57,271,2017-08-13T18:01:04.000Z
3349,0081    2218,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,4944000,U,1984,,1984,1,509,57,109,2017-08-13T18:01:04.000Z
3350,0081    2219,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,229000,Q,1984,,1984,1,519,57,113,2017-08-13T18:01:04.000Z
3351,0081    2220,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,508000,Q,1984,,1984,1,2207,57,432,2017-08-13T18:01:04.000Z
3352,0081    2221,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,4944000,U,1984,,1984,1,2141,57,465,2017-08-13T18:01:04.000Z
3353,0081    2223,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,1781500,Q,1984,,1984,3,3131,57,616,2017-08-13T18:01:04.000Z
3354,0081    2224,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,340000,Q,1984,,1984,1,1461,57,321,2017-08-13T18:01:04.000Z
3355,0081    2225,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,4944000,U,1984,,1984,1,717,57,138,2017-08-13T18:01:04.000Z
3356,0081    2227,1,1,B,Reinf Concr,60,Excellent,WS,Wood Siding,8,0,,1200000,U,1984,,1984,3,682,57,190,2017-08-13T18:01:04.000Z
